spotify_id,nome,artista,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
,,Björk,0.488569018051531,0.276230748258807,0.4478063511510478,,,,,,,,0.4072897262707174
,,Björk,1.0,0.31090872188206115,0.0,,,,,,,,0.017120485066408286
,,Björk,0.9589428483874181,0.46614996154359467,0.1419343666981865,,,,,,,,0.17170296183410497
,,Björk,0.31712500827839496,0.6199313652335542,0.4380327695792994,,,,,,,,0.4581893966229782
,,Björk,0.5756909299043262,0.46224694884759376,0.42209062149739884,,,,,,,,0.3389552315058051
,,Björk,0.24114255433038168,0.4939813002074926,0.9044975485058724,,,,,,,,0.3624046012076258
,,Björk,0.604085279535368,0.36804678162842247,0.4702930818356208,,,,,,,,0.1305521234811683
,,Björk,0.663099276230106,0.38388394512348983,0.5409454510197284,,,,,,,,0.19617109033024258
,,Björk,0.40197362406374637,0.13487308328753983,0.4461154787403152,,,,,,,,0.058596944301114146
,,Björk,0.9134055784251867,0.2077843244847875,0.3483311489296095,,,,,,,,0.1927023964163144
,,Björk,0.684771045766388,0.37441900597952366,0.07565625347146077,,,,,,,,0.21728658891255315
1IPwLXziyeuNfp63Dz6ePj,Harm Of Will,Björk,0.968,0.25,0.143,0.00531,1.0,0.086,-16.228,1.0,0.0326,85.771,0.0768
,,Björk,1.0,0.25985479778919207,0.15086045845180335,,,,,,,,0.08239942076863299
,,Björk,0.4192495189644835,0.4718582875592241,0.47343792884979097,,,,,,,,0.38367398691010257
,,Björk,0.8747757028909332,0.26525001393895875,0.16519888395648863,,,,,,,,0.10673653585613496
,,Björk,1.0,0.5117043349023092,0.039664702673518626,,,,,,,,0.07129367042077367
,,Björk,0.6146563666489024,0.07069081563699847,0.2647089884285707,,,,,,,,0.24467380726588459
,,Björk,0.45099499991715364,0.5456759692026824,0.3541103247322436,,,,,,,,0.2540475201787714
,,Björk,0.8539613894970363,0.4597359006218518,0.0,,,,,,,,0.2401486832076422
,,Björk,0.9408414402502188,0.5992484860130147,0.13168100593517595,,,,,,,,0.3668568543941898
,,Björk,0.49939827182658686,0.38003744568365255,0.33118090492900754,,,,,,,,0.2896635670921484
,,Björk,0.06242092142002292,0.36678849410029835,0.36047061821550724,,,,,,,,0.12477801017465925
,,Björk,0.5633952928805298,0.36536374987302705,0.5335404383137405,,,,,,,,0.1804385875908936
,,Björk,0.957598803205407,0.09173579860695757,0.19687948694720683,,,,,,,,0.0
,,Björk,0.6940069124492454,0.664295009652808,0.6281786827486446,,,,,,,,0.5234006776517638
,,Björk,0.17381378139553189,0.721515421919302,0.6799534520150493,,,,,,,,0.6062237617331985
1UtgKa1GFVhUWlcJtYFzBW,Dark Matter,Björk,0.865,0.212,0.101,0.0245,9.0,0.115,-17.787,1.0,0.0398,109.002,0.0325
,,Björk,1.0,0.20136606104714005,0.2093326277875787,,,,,,,,0.1281075264114264
,,Björk,0.8187628442045481,0.41479333083421743,0.09140910011263198,,,,,,,,0.12887676578393342
,,Björk,0.21935281156783243,0.3000431005221403,0.5883097722842978,,,,,,,,0.04301886712549474
,,Björk,0.6620140653849349,0.5519827349997845,0.0,,,,,,,,0.022686340046866316
,,Björk,0.40046232420015787,0.5672499819247241,0.559367101347583,,,,,,,,0.5101638898936662
,,Björk,0.685987221984922,0.3670421344217269,0.7736514179784653,,,,,,,,0.4000890719168377
,,Björk,0.0,0.5732964388794121,0.776204836572175,,,,,,,,0.3429393198858697
,,Björk,0.5580568522948053,0.4769622086411182,0.5795867340021806,,,,,,,,0.3023047077034081
,,Björk,0.5730231461511933,0.1617801829971065,0.3796849349391093,,,,,,,,0.01316503848277853
,,Björk,0.5888363242981026,0.7612349289121123,0.24398505973045245,,,,,,,,0.39262603512085564
,,Björk,0.544846492582137,0.412863334264686,0.41965535853749986,,,,,,,,0.5423815349299821
,,Björk,0.0,0.8656503785953813,0.8258454827146384,,,,,,,,0.4224350652858567
4mhuw0kAHPdZeidq1UIAQP,Sun In My Mouth,Björk,0.746,0.254,0.281,1.33e-05,10.0,0.0786,-11.012,0.0,0.0286,89.722,0.163
,,Björk,0.15943346143641174,0.4268442014438628,0.5589159037121844,,,,,,,,0.3558798610341327
2cyoqhQXL8HdbAydLtpUxZ,Mouth's Cradle,Björk,0.678,0.356,0.531,4.23e-05,1.0,0.161,-8.993,1.0,0.0483,79.918,0.357
,,Björk,0.6636377880445282,0.21805229678924148,0.06533557920007838,,,,,,,,0.014127107681770334
,,Björk,0.5683500683307384,0.24407914261422714,0.5094649706294366,,,,,,,,0.2147113024161618
,,Björk,0.965168114942633,0.3437056628172038,0.0,,,,,,,,0.0723752424038793
,,Björk,0.33394157164451976,0.2672656353505795,0.6843797874961184,,,,,,,,0.0
,,Björk,0.5192537343899412,0.45889774683495854,0.17007568098856862,,,,,,,,0.23953904949080285
,,Björk,0.0,0.448769625439573,0.6394339153753699,,,,,,,,0.16567856991068197
,,Björk,0.5142094126831597,0.41365705342221426,0.6048543047803409,,,,,,,,0.0
,,Björk,0.0,0.34715411623811737,0.9705266329650084,,,,,,,,0.10478641597258465
,,Björk,1.0,0.27902876223736683,0.279919667943746,,,,,,,,0.23195510246260426
,,Björk,0.5732887003146946,0.3650814477718551,0.38774145847797764,,,,,,,,0.26531911192239266
,,Björk,0.6278739660708531,0.6451525960206181,0.4264295507868819,,,,,,,,0.5177755674432512
,,Björk,0.43232622425004963,0.8140791402465788,0.19645621498192506,,,,,,,,0.38641407227418484
3mmB2OL6YP2FwMR6eQ5mp5,5 Years,Björk,0.159,0.467,0.897,0.0168,5.0,0.288,-5.974,1.0,0.359,82.899,0.496
7ESAiaiNmtWh7bzqJpCGxU,Aurora,Björk,0.37,0.568,0.581,2.73e-05,9.0,0.0814,-8.319,0.0,0.0341,120.006,0.278
,,Björk,0.0,0.546678436195643,0.8265407194731568,,,,,,,,0.1557664448159416
17tCBb8odaNBZivCojHhvw,Come To Me,Björk,0.00254,0.485,0.591,3.98e-05,5.0,0.114,-13.598,1.0,0.0332,173.449,0.309
,,Björk,1.0,0.15727134030131334,0.0,,,,,,,,0.1960482125855217
,,Björk,0.0,0.47338923240957337,0.6653123195421267,,,,,,,,0.5570957196329254
,,Björk,0.0,0.4087469763426958,0.8831026856432609,,,,,,,,0.42488729200546793
0gtk9M7zDKe0VyLN24K0zr,Victimhood,Björk,0.312,0.449,0.447,0.0491,10.0,0.0973,-9.675,0.0,0.0386,159.964,0.0882
,,Björk,0.30163730501829245,0.4214598906105895,0.6215560832026376,,,,,,,,0.37273816749367483
,,Björk,0.43724911613068723,0.5167768489957381,0.3295115305842075,,,,,,,,0.0
,,Björk,0.4791913077664841,0.6653831298303754,0.39064018543862067,,,,,,,,0.21020542413239976
,,Björk,0.4610798439596778,0.5147003026942801,0.6292648897910657,,,,,,,,0.3451153558903476
,,Björk,0.9348645585258077,0.35400417955155095,0.48390445344557975,,,,,,,,0.2970745529884996
,,Björk,1.0,0.3212205966264017,0.3268204310240598,,,,,,,,0.223615769434563
4Ql4NDHlIrVOQDb18KUprE,Courtship,Björk,0.8,0.34,0.476,9.74e-05,1.0,0.169,-7.642,0.0,0.122,91.606,0.274
,,Björk,0.1942106492718268,0.37990653795321216,0.7985599024636897,,,,,,,,0.38972780235198745
,,Björk,0.5226214892750626,0.5305371122364837,0.5069484273517014,,,,,,,,0.2784182313843531
,,Björk,0.03905193220872527,0.38454074237763397,0.45359895080620083,,,,,,,,0.04089821583610295
,,Björk,0.8377628807816202,0.2770907975475285,0.17367600745889936,,,,,,,,0.25730533145528534
,,Björk,0.07664456817208015,0.1930208370196511,0.7390795935746264,,,,,,,,0.24809773052592077
,,Björk,0.957559919602842,0.3601171306970278,0.07853248505028454,,,,,,,,0.0
,,Björk,0.4369407066302369,0.5696395139830168,0.38599757903900844,,,,,,,,0.42149036838259235
,,Björk,0.34215092739528763,0.5111532143883638,0.5947982842653773,,,,,,,,0.28771045959942737
0mNjJCBYFX8c6I3Zdwf7zH,Fungal City,Björk,0.407,0.495,0.621,1.1e-06,10.0,0.231,-6.316,1.0,0.23,160.013,0.56
,,Björk,0.37439616329055525,0.5250021524090016,0.31173483451770717,,,,,,,,0.2505091157751989
,,Björk,0.259784616586534,0.6768889429957978,0.4773502689025849,,,,,,,,0.557925895117241
,,Björk,0.06113551448789789,0.28343830552296695,0.6172035635061489,,,,,,,,0.2571522805173988
7FViqcH4AgoFG1JbzGk9HC,Blissing Me,Björk,0.897,0.497,0.493,3.55e-05,9.0,0.547,-8.604,0.0,0.0321,106.0,0.27
,,Björk,0.9450250476525413,0.5397516047478684,0.10530173954178845,,,,,,,,0.5436629886429556
